populacao,ano,sigla_uf,id_municipio
4067,2021,PB,250135
9096,2020,PB,250140
9197,2021,PB,250140
21269,2020,PB,250150
21220,2021,PB,250150
4964,2020,PB,250153
5033,2021,PB,250153
8349,2020,PB,250157
8338,2021,PB,250157
15497,2020,PB,250160
15607,2021,PB,250160
6065,2020,PB,250170
6095,2021,PB,250170
97203,2020,PB,250180
97519,2021,PB,250180
17705,2020,PB,250190
17733,2021,PB,250190
7349,2020,PB,250200
7356,2021,PB,250200
3536,2020,PB,250205
3571,2021,PB,250205
5307,2020,PB,250210
5248,2021,PB,250210
7136,2020,PB,250215
7218,2021,PB,250215
2575,2020,PB,250220
2588,2021,PB,250220
4956,2020,PB,250230
4937,2021,PB,250230
12022,2020,PB,250240
12126,2021,PB,250240
17870,2020,PB,250250
17934,2021,PB,250250
6105,2020,PB,250260
6092,2021,PB,250260
5287,2020,PB,250270
5311,2021,PB,250270
14206,2020,PB,250280
14287,2021,PB,250280
6464,2020,PB,250290
6479,2021,PB,250290
21955,2020,PB,250300
22079,2021,PB,250300
5661,2020,PB,250310
5710,2021,PB,250310
68767,2020,PB,250320
69773,2021,PB,250320
10305,2020,PB,250330
10364,2021,PB,250330
3695,2020,PB,250340
3708,2021,PB,250340
17178,2020,PB,250350
17169,2021,PB,250350
7199,2020,PB,250355
7225,2021,PB,250355
7191,2020,PB,250360
7182,2021,PB,250360
62289,2020,PB,250370
62576,2021,PB,250370
3205,2020,PB,250375
3217,2021,PB,250375
6046,2020,PB,250380
6077,2021,PB,250380
6031,2020,PB,250390
6048,2021,PB,250390
411807,2020,PB,250400
413830,2021,PB,250400
6620,2020,PB,250403
6715,2021,PB,250403
4185,2020,PB,250407
4206,2021,PB,250407
2687,2020,PB,250410
2714,2021,PB,250410
7499,2020,PB,250415
7530,2021,PB,250415
4935,2020,PB,250420
4938,2021,PB,250420
30684,2020,PB,250430
30819,2021,PB,250430
4875,2020,PB,250435
4898,2021,PB,250435
19007,2020,PB,250440
19030,2021,PB,250440
6658,2020,PB,250450
6662,2021,PB,250450
25010,2020,PB,250460
25341,2021,PB,250460
4787,2020,PB,250470
4787,2021,PB,250470
15441,2020,PB,250480
15438,2021,PB,250480
1935,2020,PB,250485
1948,2021,PB,250485
17461,2020,PB,250490
17599,2021,PB,250490
7832,2020,PB,250500
7866,2021,PB,250500
20334,2020,PB,250510
20331,2021,PB,250510
6775,2020,PB,250520
6748,2021,PB,250520
6356,2020,PB,250523
6360,2021,PB,250523
5218,2020,PB,250527
5209,2021,PB,250527
2512,2020,PB,250530
2508,2021,PB,250530
5370,2020,PB,250535
5409,2021,PB,250535
8315,2020,PB,250540
8332,2021,PB,250540
3824,2020,PB,250550
3850,2021,PB,250550
6528,2020,PB,250560
6506,2021,PB,250560
10413,2020,PB,250570
10375,2021,PB,250570
3582,2020,PB,250580
3569,2021,PB,250580
3539,2020,PB,250590
3556,2021,PB,250590
33199,2020,PB,250600
33386,2021,PB,250600
11215,2020,PB,250610
11180,2021,PB,250610
2989,2020,PB,250620
2989,2021,PB,250620
8303,2020,PB,250625
8292,2021,PB,250625
59115,2020,PB,250630
59389,2021,PB,250630
14127,2020,PB,250640
14125,2021,PB,250640
3453,2020,PB,250650
3477,2021,PB,250650
5903,2020,PB,250660
5877,2021,PB,250660
11848,2020,PB,250670
11877,2021,PB,250670
18144,2020,PB,250680
18184,2021,PB,250680
24419,2020,PB,250690
24363,2021,PB,250690
24828,2020,PB,250700
24960,2021,PB,250700
18823,2020,PB,250710
18978,2021,PB,250710
11016,2020,PB,250720
11069,2021,PB,250720
14450,2020,PB,250730
14467,2021,PB,250730
7745,2020,PB,250740
7751,2021,PB,250740
817511,2020,PB,250750
825796,2021,PB,250750
7976,2020,PB,250760
8014,2021,PB,250760
18298,2020,PB,250770
18422,2021,PB,250770
7195,2020,PB,250780
7238,2021,PB,250780
10793,2020,PB,250790
10830,2021,PB,250790
9849,2020,PB,250800
9831,2021,PB,250800
4653,2020,PB,250810
4640,2021,PB,250810
7737,2020,PB,250820
7754,2021,PB,250820
27617,2020,PB,250830
27728,2021,PB,250830
2718,2020,PB,250840
2698,2021,PB,250840
7265,2020,PB,250850
7274,2021,PB,250850
4369,2020,PB,250855
4406,2021,PB,250855
13214,2020,PB,250860
13344,2021,PB,250860
3999,2020,PB,250870
3988,2021,PB,250870
5752,2020,PB,250880
5745,2021,PB,250880
45136,2020,PB,250890
45385,2021,PB,250890
10972,2020,PB,250900
10988,2021,PB,250900
8653,2020,PB,250905
8746,2021,PB,250905
21866,2020,PB,250910
21895,2021,PB,250910
6654,2020,PB,250915
6689,2021,PB,250915
13998,2020,PB,250920
14077,2021,PB,250920
8539,2020,PB,250930
8642,2021,PB,250930
4515,2020,PB,250933
4528,2021,PB,250933
2926,2020,PB,250937
2944,2021,PB,250937
6630,2020,PB,250939
6690,2021,PB,250939
13261,2020,PB,250940
13238,2021,PB,250940
5738,2020,PB,250950
5806,2021,PB,250950
4842,2020,PB,250960
4867,2021,PB,250960
33433,2020,PB,250970
33638,2021,PB,250970
9932,2020,PB,250980
9962,2021,PB,250980
10451,2020,PB,250990
10449,2021,PB,250990
7286,2020,PB,251000
7271,2021,PB,251000
10626,2020,PB,251010
10614,2021,PB,251010
5920,2020,PB,251020
5892,2021,PB,251020
4959,2020,PB,251030
5011,2021,PB,251030
6462,2020,PB,251040
6399,2021,PB,251040
3961,2020,PB,251050
3989,2021,PB,251050
3046,2020,PB,251060
3052,2021,PB,251060
1758,2020,PB,251065
1747,2021,PB,251065
2436,2020,PB,251070
2453,2021,PB,251070
108192,2020,PB,251080
108766,2021,PB,251080
12379,2020,PB,251090
12411,2021,PB,251090
3802,2020,PB,251100
3802,2021,PB,251100
7899,2020,PB,251110
7954,2021,PB,251110
28533,2020,PB,251120
28607,2021,PB,251120
16111,2020,PB,251130
16147,2021,PB,251130
18720,2020,PB,251140
18737,2021,PB,251140
11977,2020,PB,251150
12036,2021,PB,251150
6576,2020,PB,251160
6518,2021,PB,251160
4955,2020,PB,251170
4937,2021,PB,251170
10584,2020,PB,251180
10590,2021,PB,251180
19275,2020,PB,251190
19478,2021,PB,251190
18708,2020,PB,251200
18848,2021,PB,251200
3882,2020,PB,251203
3877,2021,PB,251203
4337,2020,PB,251207
4366,2021,PB,251207
32802,2020,PB,251210
32803,2021,PB,251210
4238,2020,PB,251220
4265,2021,PB,251220
23549,2020,PB,251230
23749,2021,PB,251230
13741,2020,PB,251240
13801,2021,PB,251240
44179,2020,PB,251250
44388,2021,PB,251250
1983,2020,PB,251260
2009,2021,PB,251260
19798,2020,PB,251270
19973,2021,PB,251270
6114,2020,PB,251272
6139,2021,PB,251272
3619,2020,PB,251274
3650,2021,PB,251274
4541,2020,PB,251275
4562,2021,PB,251275
4540,2020,PB,251276
4571,2021,PB,251276
1974,2020,PB,251278
1999,2021,PB,251278
8541,2020,PB,251280
8555,2021,PB,251280
24218,2020,PB,251290
24258,2021,PB,251290
3931,2020,PB,251300
3975,2021,PB,251300
12131,2020,PB,251310
12123,2021,PB,251310
6541,2020,PB,251315
6526,2021,PB,251315
6581,2020,PB,251320
6579,2021,PB,251320
5871,2020,PB,251330
5853,2021,PB,251330
3593,2020,PB,251335
3591,2021,PB,251335
15426,2020,PB,251340
15470,2021,PB,251340
5129,2020,PB,251350
5098,2021,PB,251350
6986,2020,PB,251360
6942,2021,PB,251360
2639,2020,PB,251365
2640,2021,PB,251365
137349,2020,PB,251370
138093,2021,PB,251370
4562,2020,PB,251380
4550,2021,PB,251380
2509,2020,PB,251385
2496,2021,PB,251385
34344,2020,PB,251390
34650,2021,PB,251390
4566,2020,PB,251392
4602,2021,PB,251392
2630,2020,PB,251394
2645,2021,PB,251394
3097,2020,PB,251396
3119,2021,PB,251396
3384,2020,PB,251398
3377,2021,PB,251398
4184,2020,PB,251400
4170,2021,PB,251400
4415,2020,PB,251410
4408,2021,PB,251410
7626,2020,PB,251420
7622,2021,PB,251420
6376,2020,PB,251430
6394,2021,PB,251430
4656,2020,PB,251440
4631,2021,PB,251440
5998,2020,PB,251445
6037,2021,PB,251445
20329,2020,PB,251450
20406,2021,PB,251450
3950,2020,PB,251455
3898,2021,PB,251455
3588,2020,PB,251460
3619,2021,PB,251460
1811,2020,PB,251465
1821,2021,PB,251465
4147,2020,PB,251470
4153,2021,PB,251470
3618,2020,PB,251480
3607,2021,PB,251480
7702,2020,PB,251490
7682,2021,PB,251490
7410,2020,PB,251500
7450,2021,PB,251500
11728,2020,PB,251510
11793,2021,PB,251510
3512,2020,PB,251520
3534,2021,PB,251520
52804,2020,PB,251530
52977,2021,PB,251530
10848,2020,PB,251540
10919,2021,PB,251540
13754,2020,PB,251550
13807,2021,PB,251550
3131,2020,PB,251560
3114,2021,PB,251560
2916,2020,PB,251570
2921,2021,PB,251570
7021,2020,PB,251580
7001,2021,PB,251580
6068,2020,PB,251590
6037,2021,PB,251590
5089,2020,PB,251593
5152,2021,PB,251593
7815,2020,PB,251597
7845,2021,PB,251597
26227,2020,PB,251600
26051,2021,PB,251600
15102,2020,PB,251610
15211,2021,PB,251610
3594,2020,PB,251615
3631,2021,PB,251615
69723,2020,PB,251620
69997,2021,PB,251620
17031,2020,PB,251630
17096,2021,PB,251630
10969,2020,PB,251640
11024,2021,PB,251640
15441,2020,PB,251650
15505,2021,PB,251650
14759,2020,PB,251660
14791,2021,PB,251660
15248,2020,PB,251670
15333,2021,PB,251670
3081,2020,PB,251675
3103,2021,PB,251675
9464,2020,PB,251680
9473,2021,PB,251680
15300,2020,PB,251690
15356,2021,PB,251690
9911,2020,PB,251700
9914,2021,PB,251700
2841,2020,PB,251710
2870,2021,PB,251710
5372,2020,PB,251720
5395,2021,PB,251720
2255,2020,PB,251740
2269,2021,PB,251740
100346,2020,PE,260005
100698,2021,PE,260005
37404,2020,PE,260010
37546,2021,PE,260010
19810,2020,PE,260020
19981,2021,PE,260020
25065,2020,PE,260030
25240,2021,PE,260030
37082,2020,PE,260040
37386,2021,PE,260040
43686,2020,PE,260050
43923,2021,PE,260050
14718,2020,PE,260060
14798,2021,PE,260060
38397,2020,PE,260070
38408,2021,PE,260070
22984,2020,PE,260080
22996,2021,PE,260080
22870,2020,PE,260090
22910,2021,PE,260090
11226,2020,PE,260100
11301,2021,PE,260100
20733,2020,PE,260105
20936,2021,PE,260105
84864,2020,PE,260110
85301,2021,PE,260110
74822,2020,PE,260120
75295,2021,PE,260120
14510,2020,PE,260130
14632,2021,PE,260130
42764,2020,PE,260140
42866,2021,PE,260140
12122,2020,PE,260150
12169,2021,PE,260150
20730,2020,PE,260160
20730,2021,PE,260160
76687,2020,PE,260170
76930,2021,PE,260170
12765,2020,PE,260180
12811,2021,PE,260180
60880,2020,PE,260190
60960,2021,PE,260190
38378,2020,PE,260200
38605,2021,PE,260200
48767,2020,PE,260210
48975,2021,PE,260210
39983,2020,PE,260220
40038,2021,PE,260220
38117,2020,PE,260230
38101,2021,PE,260230
8987,2020,PE,260240
8981,2021,PE,260240
7488,2020,PE,260250
7489,2021,PE,260250
51225,2020,PE,260260
51696,2021,PE,260260
13190,2020,PE,260270
13224,2021,PE,260270
58919,2020,PE,260280
59448,2021,PE,260280
208944,2020,PE,260290
210796,2021,PE,260290
34503,2020,PE,260300
34778,2021,PE,260300
20501,2020,PE,260310
20618,2021,PE,260310
28904,2020,PE,260320
29065,2021,PE,260320
11018,2020,PE,260330
10983,2021,PE,260330
5747,2020,PE,260340
5744,2021,PE,260340
158899,2020,PE,260345
159945,2021,PE,260345
18900,2020,PE,260350
19032,2021,PE,260350
8572,2020,PE,260360
8592,2021,PE,260360
24773,2020,PE,260370
24743,2021,PE,260370
20048,2020,PE,260380
20048,2021,PE,260380
19609,2020,PE,260390
19666,2021,PE,260390
13025,2020,PE,260392
13117,2021,PE,260392
84395,2020,PE,260400
85131,2021,PE,260400
365278,2020,PE,260410
369343,2021,PE,260410
14368,2020,PE,260415
14395,2021,PE,260415
43340,2020,PE,260420
43778,2021,PE,260420
11891,2020,PE,260430
11972,2021,PE,260430
13556,2020,PE,260440
13641,2021,PE,260440
21815,2020,PE,260450
21929,2021,PE,260450
26590,2020,PE,260460
26755,2021,PE,260460
18268,2020,PE,260470
18327,2021,PE,260470
12560,2020,PE,260480
12543,2021,PE,260480
10192,2020,PE,260490
9494,2021,PE,260490
24173,2020,PE,260500
24237,2021,PE,260500
37375,2020,PE,260510
37633,2021,PE,260510
19079,2020,PE,260515
19246,2021,PE,260515
69292,2020,PE,260520
69701,2021,PE,260520
31766,2020,PE,260530
31709,2021,PE,260530
22247,2020,PE,260540
22360,2021,PE,260540
3101,2020,PE,260545
3140,2021,PE,260545
12170,2020,PE,260550
12216,2021,PE,260550
22618,2020,PE,260560
22612,2021,PE,260560
33184,2020,PE,260570
33488,2021,PE,260570
15546,2020,PE,260580
15633,2021,PE,260580
31318,2020,PE,260590
31578,2021,PE,260590
140577,2020,PE,260600
141347,2021,PE,260600
30751,2020,PE,260610
30847,2021,PE,260610
80055,2020,PE,260620
80345,2021,PE,260620
7537,2020,PE,260630
7586,2021,PE,260630
84699,2020,PE,260640
85309,2021,PE,260640
19241,2020,PE,260650
19284,2021,PE,260650
29412,2020,PE,260660
29585,2021,PE,260660
7768,2020,PE,260670
7773,2021,PE,260670
118370,2020,PE,260680
119690,2021,PE,260680
12247,2020,PE,260690
12265,2021,PE,260690
23645,2020,PE,260700
24034,2021,PE,260700
4543,2020,PE,260710
4537,2021,PE,260710
97669,2020,PE,260720
99101,2021,PE,260720
31187,2020,PE,260730
31515,2021,PE,260730
4966,2020,PE,260740
5013,2021,PE,260740
26308,2020,PE,260750
26268,2021,PE,260750
26672,2020,PE,260760
27076,2021,PE,260760
36471,2020,PE,260765
36495,2021,PE,260765
13553,2020,PE,260770
13492,2021,PE,260770
26900,2020,PE,260775
27144,2021,PE,260775
17006,2020,PE,260780
17056,2021,PE,260780
706867,2020,PE,260790
711330,2021,PE,260790
11644,2020,PE,260795
11632,2021,PE,260795
17228,2020,PE,260800
17305,2021,PE,260800
14850,2020,PE,260805
14904,2021,PE,260805
33328,2020,PE,260810
33570,2021,PE,260810
16011,2020,PE,260820
15999,2021,PE,260820
11485,2020,PE,260825
11545,2021,PE,260825
14922,2020,PE,260830
15007,2021,PE,260830
15431,2020,PE,260840
15483,2021,PE,260840
18252,2020,PE,260845
18429,2021,PE,260845
21460,2020,PE,260850
21490,2021,PE,260850
13224,2020,PE,260860
13300,2021,PE,260860
16318,2020,PE,260870
16345,2021,PE,260870
25849,2020,PE,260875
26090,2021,PE,260875
40589,2020,PE,260880
40883,2021,PE,260880
56198,2020,PE,260890
56149,2021,PE,260890
25472,2020,PE,260900
25565,2021,PE,260900
16321,2020,PE,260910
16549,2021,PE,260910
21776,2020,PE,260915
22110,2021,PE,260915
11220,2020,PE,260920
11098,2021,PE,260920
15470,2020,PE,260930
15548,2021,PE,260930
63294,2020,PE,260940
63792,2021,PE,260940
32573,2020,PE,260950
32673,2021,PE,260950
393115,2020,PE,260960
393734,2021,PE,260960
23935,2020,PE,260970
23985,2021,PE,260970
15152,2020,PE,260980
15309,2021,PE,260980
69969,2020,PE,260990
70466,2021,PE,260990
63500,2020,PE,261000
63745,2021,PE,261000
7600,2020,PE,261010
7509,2021,PE,261010
26456,2020,PE,261020
26438,2021,PE,261020
11566,2020,PE,261030
11608,2021,PE,261030
22106,2020,PE,261040
22198,2021,PE,261040
28894,2020,PE,261050
28856,2021,PE,261050
56933,2020,PE,261060
57346,2021,PE,261060
334376,2020,PE,261070
336919,2021,PE,261070
22668,2020,PE,261080
22716,2021,PE,261080
67735,2020,PE,261090
68067,2021,PE,261090
36901,2020,PE,261100
37246,2021,PE,261100
354317,2020,PE,261110
359372,2021,PE,261110
11305,2020,PE,261120
11308,2021,PE,261120
27148,2020,PE,261130
27204,2021,PE,261130
15101,2020,PE,261140
15231,2021,PE,261140
26175,2020,PE,261150
26309,2021,PE,261150
6805,2020,PE,261153
6796,2021,PE,261153
1653461,2020,PE,261160
1661017,2021,PE,261160
20646,2020,PE,261170
20744,2021,PE,261170
47616,2020,PE,261180
47813,2021,PE,261180
23628,2020,PE,261190
23719,2021,PE,261190
9764,2020,PE,261200
9600,2021,PE,261200
11068,2020,PE,261210
11214,2021,PE,261210
61249,2020,PE,261220
61561,2021,PE,261220
15862,2020,PE,261230
15880,2021,PE,261230
26890,2020,PE,261240
27308,2021,PE,261240
15558,2020,PE,261245
15713,2021,PE,261245
12650,2020,PE,261247
12708,2021,PE,261247
109897,2020,PE,261250
111812,2021,PE,261250
14562,2020,PE,261255
14645,2021,PE,261255
42100,2020,PE,261260
42266,2021,PE,261260
14223,2020,PE,261270
14308,2021,PE,261270
11865,2020,PE,261280
11914,2021,PE,261280
16069,2020,PE,261290
16239,2021,PE,261290
60042,2020,PE,261300
60567,2021,PE,261300
37368,2020,PE,261310
37488,2021,PE,261310
22899,2020,PE,261320
23002,2021,PE,261320
21398,2020,PE,261330
21439,2021,PE,261330
21586,2020,PE,261340
21868,2021,PE,261340
34021,2020,PE,261350
34082,2021,PE,261350
34056,2020,PE,261360
34210,2021,PE,261360
114079,2020,PE,261370
114910,2021,PE,261370
18085,2020,PE,261380
18150,2021,PE,261380
86915,2020,PE,261390
87467,2021,PE,261390
19196,2020,PE,261400
19226,2021,PE,261400
36050,2020,PE,261410
36189,2021,PE,261410
46361,2020,PE,261420
46845,2021,PE,261420
11270,2020,PE,261430
11269,2021,PE,261430
6021,2020,PE,261440
6034,2021,PE,261440
65647,2020,PE,261450
66192,2021,PE,261450
28704,2020,PE,261460
28860,2021,PE,261460
12859,2020,PE,261470
12843,2021,PE,261470
26106,2020,PE,261480
26439,2021,PE,261480
23623,2020,PE,261485
23852,2021,PE,261485
29127,2020,PE,261500
29472,2021,PE,261500
7198,2020,PE,261510
7227,2021,PE,261510
10206,2020,PE,261520
10314,2021,PE,261520
52802,2020,PE,261530
52587,2021,PE,261530
46164,2020,PE,261540
47088,2021,PE,261540
13813,2020,PE,261550
13856,2021,PE,261550
30816,2020,PE,261560
31103,2021,PE,261560
15243,2020,PE,261570
15232,2021,PE,261570
27551,2020,PE,261580
27793,2021,PE,261580
8256,2020,PE,261590
8266,2021,PE,261590
18661,2020,PE,261600
18835,2021,PE,261600
9553,2020,PE,261610
9572,2021,PE,261610
7571,2020,PE,261618
7526,2021,PE,261618
20954,2020,PE,261620
21172,2021,PE,261620
32772,2020,PE,261630
32897,2021,PE,261630
139583,2020,PE,261640
140389,2021,PE,261640
14757,2020,PE,261650
14789,2021,PE,261650
20230,2020,AL,270010
20263,2021,AL,270010
17526,2020,AL,270020
17507,2021,AL,270020
233047,2020,AL,270030
234309,2021,AL,270030
47365,2020,AL,270040
47540,2021,AL,270040
16068,2020,AL,270050
16201,2021,AL,270050
8378,2020,AL,270060
8434,2021,AL,270060
18338,2020,AL,270070
18440,2021,AL,270070
4284,2020,AL,270080
4226,2021,AL,270080
6710,2020,AL,270090
6717,2021,AL,270090
27356,2020,AL,270100
27429,2021,AL,270100
10460,2020,AL,270110
10426,2021,AL,270110
10889,2020,AL,270120
10920,2021,AL,270120
21331,2020,AL,270130
21397,2021,AL,270130
6954,2020,AL,270135
6972,2021,AL,270135
57537,2020,AL,270140
57997,2021,AL,270140
9567,2020,AL,270150
9576,2021,AL,270150
17719,2020,AL,270160
17715,2021,AL,270160
16979,2020,AL,270170
16907,2021,AL,270170
9159,2020,AL,270180
9568,2021,AL,270180
7311,2020,AL,270190
7311,2021,AL,270190
10643,2020,AL,270200
10594,2021,AL,270200
21818,2020,AL,270210
21935,2021,AL,270210
5864,2020,AL,270220
5882,2021,AL,270220
57294,2020,AL,270230
57647,2021,AL,270230
24309,2020,AL,270235
24396,2021,AL,270235
52262,2020,AL,270240
52501,2021,AL,270240
11067,2020,AL,270250
11059,2021,AL,270250
18255,2020,AL,270255
18304,2021,AL,270255
22178,2020,AL,270260
22192,2021,AL,270260
4779,2020,AL,270270
4803,2021,AL,270270
12807,2020,AL,270280
12823,2021,AL,270280
41237,2020,AL,270290
41549,2021,AL,270290
15627,2020,AL,270300
15637,2021,AL,270300
25613,2020,AL,270310
25596,2021,AL,270310
24586,2020,AL,270320
24670,2021,AL,270320
18392,2020,AL,270330
18398,2021,AL,270330
5219,2020,AL,270340
5185,2021,AL,270340
7006,2020,AL,270350
6992,2021,AL,270350
8403,2020,AL,270360
8444,2021,AL,270360
5761,2020,AL,270370
5751,2021,AL,270370
11536,2020,AL,270375
11495,2021,AL,270375
24081,2020,AL,270380
24167,2021,AL,270380
4137,2020,AL,270390
4119,2021,AL,270390
24722,2020,AL,270400
24716,2021,AL,270400
17771,2020,AL,270410
17692,2021,AL,270410
28771,2020,AL,270420
28904,2021,AL,270420
1025360,2020,AL,270430
1031597,2021,AL,270430
19864,2020,AL,270440
19923,2021,AL,270440
33032,2020,AL,270450
33351,2021,AL,270450
9004,2020,AL,270460
8850,2021,AL,270460
52380,2020,AL,270470
52848,2021,AL,270470
13193,2020,AL,270480
13123,2021,AL,270480
3494,2020,AL,270490
3474,2021,AL,270490
25207,2020,AL,270500
25200,2021,AL,270500
24634,2020,AL,270510
24627,2021,AL,270510
18031,2020,AL,270520
18201,2021,AL,270520
5322,2020,AL,270530
5315,2021,AL,270530
7165,2020,AL,270540
7171,2021,AL,270540
28333,2020,AL,270550
28428,2021,AL,270550
12764,2020,AL,270560
12837,2021,AL,270560
21738,2020,AL,270570
21690,2021,AL,270570
9441,2020,AL,270580
9507,2021,AL,270580
5128,2020,AL,270590
5133,2021,AL,270590
11657,2020,AL,270600
11681,2021,AL,270600
11535,2020,AL,270610
11573,2021,AL,270610
5037,2020,AL,270620
5061,2021,AL,270620
73337,2020,AL,270630
73452,2021,AL,270630
24351,2020,AL,270640
24307,2021,AL,270640
10539,2020,AL,270642
10546,2021,AL,270642
13332,2020,AL,270644
13484,2021,AL,270644
15258,2020,AL,270650
15270,2021,AL,270650
7560,2020,AL,270660
7556,2021,AL,270660
63846,2020,AL,270670
64005,2021,AL,270670
17848,2020,AL,270680
17868,2021,AL,270680
35212,2020,AL,270690
35310,2021,AL,270690
2905,2020,AL,270700
2903,2021,AL,270700
25183,2020,AL,270710
25324,2021,AL,270710
14418,2020,AL,270720
14447,2021,AL,270720
27249,2020,AL,270730
27331,2021,AL,270730
7701,2020,AL,270740
7618,2021,AL,270740
20112,2020,AL,270750
20158,2021,AL,270750
11248,2020,AL,270760
11202,2021,AL,270760
75394,2020,AL,270770
75662,2021,AL,270770
6649,2020,AL,270780
6634,2021,AL,270780
7320,2020,AL,270790
7344,2021,AL,270790
47819,2020,AL,270800
47910,2021,AL,270800
10687,2020,AL,270810
10637,2021,AL,270810
6969,2020,AL,270820
6977,2021,AL,270820
23996,2020,AL,270830
24064,2021,AL,270830
32405,2020,AL,270840
32462,2021,AL,270840
34692,2020,AL,270850
34825,2021,AL,270850
61797,2020,AL,270860
62328,2021,AL,270860
8013,2020,AL,270870
8073,2021,AL,270870
34290,2020,AL,270880
34424,2021,AL,270880
13936,2020,AL,270890
14042,2021,AL,270890
13921,2020,AL,270895
13893,2021,AL,270895
6138,2020,AL,270900
6115,2021,AL,270900
20072,2020,AL,270910
20162,2021,AL,270910
44372,2020,AL,270915
44570,2021,AL,270915
27826,2020,AL,270920
27934,2021,AL,270920
65790,2020,AL,270930
65963,2021,AL,270930
25693,2020,AL,270940
25655,2021,AL,270940
2380,2020,SE,280010
2386,2021,SE,280010
21681,2020,SE,280020
21796,2021,SE,280020
664908,2020,SE,280030
672614,2021,SE,280030
9947,2020,SE,280040
9840,2021,SE,280040
18686,2020,SE,280050
18825,2021,SE,280050
30930,2020,SE,280060
31439,2021,SE,280060
26899,2020,SE,280067
26980,2021,SE,280067
8353,2020,SE,280070
8396,2021,SE,280070
18218,2020,SE,280100
18325,2021,SE,280100
4006,2020,SE,280110
4003,2021,SE,280110
30402,2020,SE,280120
30894,2021,SE,280120
34514,2020,SE,280130
34808,2021,SE,280130
22239,2020,SE,280140
22393,2021,SE,280140
16937,2020,SE,280150
17232,2021,SE,280150
5913,2020,SE,280160
5929,2021,SE,280160
18029,2020,SE,280170
18181,2021,SE,280170
3998,2020,SE,280190
4008,2021,SE,280190
5215,2020,SE,280200
5290,2021,SE,280200
69556,2020,SE,280210
69919,2021,SE,280210
5601,2020,SE,280220
5617,2021,SE,280220
15556,2020,SE,280230
15688,2021,SE,280230
11601,2020,SE,280240
11599,2021,SE,280240
3384,2020,SE,280250
3421,2021,SE,280250
5824,2020,SE,280260
5831,2021,SE,280260
8521,2020,SE,280270
8522,2021,SE,280270
18149,2020,SE,280280
18337,2021,SE,280280
96142,2020,SE,280290
96839,2021,SE,280290
42166,2020,SE,280300
42399,2021,SE,280300
4886,2020,SE,280310
4869,2021,SE,280310
34709,2020,SE,280320
35054,2021,SE,280320
18907,2020,SE,280330
19067,2021,SE,280330
13429,2020,SE,280340
13422,2021,SE,280340
105221,2020,SE,280350
106015,2021,SE,280350
30080,2020,SE,280360
30327,2021,SE,280360
6961,2020,SE,280370
7002,2021,SE,280370
3699,2020,SE,280380
3715,2021,SE,280380
12653,2020,SE,280390
12689,2021,SE,280390
17271,2020,SE,280400
17328,2021,SE,280400
11348,2020,SE,280410
11361,2021,SE,280410
15175,2020,SE,280420
15315,2021,SE,280420
7639,2020,SE,280430
7653,2021,SE,280430
18703,2020,SE,280440
18688,2021,SE,280440
8809,2020,SE,280445
8822,2021,SE,280445
37324,2020,SE,280450
37715,2021,SE,280450
26795,2020,SE,280460
26957,2021,SE,280460
6496,2020,SE,280470
6509,2021,SE,280470
185706,2020,SE,280480
187733,2021,SE,280480
14540,2020,SE,280490
14650,2021,SE,280490
3285,2020,SE,280500
3309,2021,SE,280500
9665,2020,SE,280510
9727,2021,SE,280510
6627,2020,SE,280520
6678,2021,SE,280520
9359,2020,SE,280530
9436,2021,SE,280530
35122,2020,SE,280540
35461,2021,SE,280540
23867,2020,SE,280550
24003,2021,SE,280550
28693,2020,SE,280560
28788,2021,SE,280560
29692,2020,SE,280570
29756,2021,SE,280570
19809,2020,SE,280580
19813,2021,SE,280580
10284,2020,SE,280590
10354,2021,SE,280590
18773,2020,SE,280600
18891,2021,SE,280600
11008,2020,SE,280610
11158,2021,SE,280610
20025,2020,SE,280620
20051,2021,SE,280620
14121,2020,SE,280630
14205,2021,SE,280630
7844,2020,SE,280640
7906,2021,SE,280640
3923,2020,SE,280650
3933,2021,SE,280650
12151,2020,SE,280660
12200,2021,SE,280660
91093,2020,SE,280670
92090,2021,SE,280670
11207,2020,SE,280680
11276,2021,SE,280680
3781,2020,SE,280690
3837,2021,SE,280690
3947,2020,SE,280700
3964,2021,SE,280700
40606,2020,SE,280710
40724,2021,SE,280710
8970,2020,SE,280720
9046,2021,SE,280720
3249,2020,SE,280730
3271,2021,SE,280730
52530,2020,SE,280740
52861,2021,SE,280740
13535,2020,SE,280750
13534,2021,SE,280750
25550,2020,SE,280760
25800,2021,SE,280760
8710,2020,BA,290010
8681,2021,BA,290010
20347,2020,BA,290020
20594,2021,BA,290020
15187,2020,BA,290030
15214,2021,BA,290030
17126,2020,BA,290035
17209,2021,BA,290035
17033,2020,BA,290040
17096,2021,BA,290040
10560,2020,BA,290050
10513,2021,BA,290050
4416,2020,BA,290060
4387,2021,BA,290060
152327,2020,BA,290070
153023,2021,BA,290070
22490,2020,BA,290080
22509,2021,BA,290080
5366,2020,BA,290090
5273,2021,BA,290090
37441,2020,BA,290100
37631,2021,BA,290100
25048,2020,BA,290110
24997,2021,BA,290110
16090,2020,BA,290115
16086,2021,BA,290115
21607,2020,BA,290120
21229,2021,BA,290120
13132,2020,BA,290130
13122,2021,BA,290130
14503,2020,BA,290135
